SubjectArea,Subject,Band,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Mathematics,Mathematics,Year 8,They conduct experiments and simulations using digital tools to determine related probabilities of compound events.,Probability,"conduct, experiments, simulations, digital, tools, determine, related, probabilities, compound, events","AC9M8P03, AC9M8P01, AC9M8P02",High
Mathematics,Mathematics,Year 9,"By the end of Year 9, students recognise and use rational and irrational numbers to solve problems.",Number,"year, recognise, rational, irrational, numbers, solve, problems",AC9M9N01,High
Mathematics,Mathematics,Year 9,They extend and apply the exponent laws with positive integers to variables.,Algebra,"extend, apply, exponent, laws, positive, integers, variables",AC9M9A01,High
Mathematics,Mathematics,Year 9,"Students expand binomial products, and factorise monic quadratic expressions.",Algebra,"expand, binomial, products, factorise, monic, quadratic, expressions",AC9M9A02,High
Mathematics,Mathematics,Year 9,"They find the distance between 2 points on the Cartesian plane, and the gradient and midpoint of a line segment.",Algebra,"find, distance, between, points, cartesian, plane, gradient, midpoint, line, segment",AC9M9A03,High
Mathematics,Mathematics,Year 9,"Students use mathematical modelling to solve problems involving change in financial and other applied contexts, choosing to use linear and quadratic functions.",Algebra,"mathematical, modelling, solve, problems, involving, change, financial, other, applied, contexts","AC9M9A05, AC9M9A02, AC9M9A04",High
Mathematics,Mathematics,Year 9,They graph quadratic functions and solve monic quadratic equations with integer roots algebraically.,Algebra,"graph, quadratic, functions, solve, monic, equations, integer, roots, algebraically","AC9M9A04, AC9M9A02",High
Mathematics,Mathematics,Year 9,"Students describe the effects of variation of parameters on functions and relations, using digital tools, and make connections between their graphical and algebraic representations.",Algebra,"describe, effects, variation, parameters, functions, relations, digital, tools, make, connections",AC9M9A06,High
Mathematics,Mathematics,Year 9,They apply formulas to solve problems involving the surface area and volume of right prisms and cylinders.,Measurement,"apply, formulas, solve, problems, involving, surface, area, volume, right, prisms",AC9M9M01,High
Mathematics,Mathematics,Year 9,"Students solve problems involving ratio, similarity and scale in two-dimensional situations.",Measurement,"solve, problems, involving, ratio, similarity, scale, dimensional, situations",AC9M9M03,High
Mathematics,Mathematics,Year 9,They determine percentage errors in measurements.,Measurement,"determine, percentage, errors, measurements",AC9M9M04,High
Mathematics,Mathematics,Year 9,Students apply Pythagoras’ theorem and use trigonometric ratios to solve problems involving right-angled triangles.,Measurement,"apply, pythagoras, theorem, trigonometric, ratios, solve, problems, involving, right, angled",AC9M9M03,High
Mathematics,Mathematics,Year 9,"They use mathematical modelling to solve practical problems involving direct proportion, ratio and scale, evaluating the model and communicating their methods and findings.",Measurement,"mathematical, modelling, solve, practical, problems, involving, direct, proportion, ratio, scale","AC9M9M05, AC9M9M03",High
Mathematics,Mathematics,Year 9,Students express small and large numbers in scientific notation.,Measurement,"express, small, large, numbers, scientific, notation",AC9M9M02,High
Mathematics,Mathematics,Year 9,"They apply the enlargement transformation to images of shapes and objects, and interpret results.",Space,"apply, enlargement, transformation, images, shapes, objects, interpret, results",AC9M9SP02,High
Mathematics,Mathematics,Year 9,"Students design, use and test algorithms based on geometric constructions or theorems.",Space,"design, test, algorithms, based, geometric, constructions, theorems",AC9M9SP03,High
Mathematics,Mathematics,Year 9,"They compare and analyse the distributions of multiple numerical data sets, choose representations, describe features of these data sets using summary statistics and the shape of distributions, and consider the effect of outliers.",Statistics,"compare, analyse, distributions, multiple, numerical, data, sets, choose, representations, describe","AC9M9ST03, AC9M9ST04, AC9M9ST05",High
Mathematics,Mathematics,Year 9,Students explain how sampling techniques and representation can be used to support or question conclusions or to promote a point of view.,Statistics,"explain, sampling, techniques, representation, used, support, question, conclusions, promote, point","AC9M9ST02, AC9M9ST01",High
Mathematics,Mathematics,Year 9,They determine sets of outcomes for compound events and represent these in various ways.,Probability,"determine, sets, outcomes, compound, events, represent, various, ways",AC9M9P01,High
Mathematics,Mathematics,Year 9,Students assign probabilities to the outcomes of compound events.,Probability,"assign, probabilities, outcomes, compound, events","AC9M9P01, AC9M9P02",High
Mathematics,Mathematics,Year 9,They design and conduct experiments or simulations for combined events using digital tools.,Probability,"design, conduct, experiments, simulations, combined, events, digital, tools","AC9M9P01, AC9M9P03, AC9M9P02",High
Mathematics,Mathematics,Year 10,"By the end of Year 10, students recognise the effect of approximations of real numbers in repeated calculations.",Number,"year, recognise, effect, approximations, real, numbers, repeated, calculations",AC9M10N01,High
Mathematics,Mathematics,Year 10,"They use mathematical modelling to solve problems involving growth and decay in financial and other applied situations, applying linear, quadratic and exponential functions as appropriate, and solve related equations, numerically and graphically.",Algebra,"mathematical, modelling, solve, problems, involving, growth, decay, financial, other, applied","AC9M10A04, AC9M10A01, AC9M10A03",High
Mathematics,Mathematics,Year 10,Students make and test conjectures involving functions and relations using digital tools.,Algebra,"make, test, conjectures, involving, functions, relations, digital, tools",AC9M10A05,High
Mathematics,Mathematics,Year 10,They solve problems involving simultaneous linear equations and linear inequalities in 2 variables graphically and justify solutions.,Algebra,"solve, problems, involving, simultaneous, linear, equations, inequalities, variables, graphically, justify",AC9M10A02,High
Mathematics,Mathematics,Year 10,Students interpret and use logarithmic scales representing small or large quantities or change in applied contexts.,Measurement,"interpret, logarithmic, scales, representing, small, large, quantities, change, applied, contexts",AC9M10M02,High
Mathematics,Mathematics,Year 10,They solve  measurement problems involving surface area and volume of composite objects.,Measurement,"solve, measurement, problems, involving, surface, area, volume, composite, objects",AC9M10M01,High
Mathematics,Mathematics,Year 10,Students apply Pythagoras’ theorem and trigonometry to solve practical problems involving right-angled triangles.,Measurement,"apply, pythagoras, theorem, trigonometry, solve, practical, problems, involving, right, angled",AC9M10M03,High
Mathematics,Mathematics,Year 10,They identify the impact of measurement errors on the accuracy of results.,Measurement,"identify, impact, measurement, errors, accuracy, results",AC9M10M04,High
Mathematics,Mathematics,Year 10,"Students use mathematical modelling to solve practical problems involving proportion and scaling, evaluating and modifying models, and reporting assumptions, methods and findings.",Measurement,"mathematical, modelling, solve, practical, problems, involving, proportion, scaling, evaluating, modifying",AC9M10M05,High
Mathematics,Mathematics,Year 10,"They use deductive reasoning, theorems and algorithms to solve spatial problems.",Space,"deductive, reasoning, theorems, algorithms, solve, spatial, problems","AC9M10SP01, AC9M10SP03",High
Mathematics,Mathematics,Year 10,Students interpret networks used to represent practical situations and describe connectedness.,Space,"interpret, networks, used, represent, practical, situations, describe, connectedness",AC9M10SP02,High
Mathematics,Mathematics,Year 10,They plan and conduct statistical investigations involving bivariate data.,Statistics,"plan, conduct, statistical, investigations, involving, bivariate, data","AC9M10ST05, AC9M10ST04, AC9M10ST03",High
Mathematics,Mathematics,Year 10,"Students represent the distribution of data involving 2 variables, using tables and scatter plots, and comment on possible association.",Statistics,"represent, distribution, data, involving, variables, tables, scatter, plots, comment, possible","AC9M10ST03, AC9M10ST04",High
Mathematics,Mathematics,Year 10,"They analyse inferences and conclusions in the media, noting potential sources of bias.",Statistics,"analyse, inferences, conclusions, media, noting, potential, sources, bias",AC9M10ST01,High
Mathematics,Mathematics,Year 10,"Students compare the distribution of continuous numerical data, using various displays, and discuss distributions in terms of centre, spread, shape and outliers.",Statistics,"compare, distribution, continuous, numerical, data, various, displays, discuss, distributions, terms","AC9M10ST02, AC9M10ST03",High
Mathematics,Mathematics,Year 10,They apply conditional probability to solve problems involving compound events.,Probability,"apply, conditional, probability, solve, problems, involving, compound, events","AC9M10P01, AC9M10P02",High
Mathematics,Mathematics,Year 10,"Students design and conduct simulations involving conditional probability, using digital tools.",Probability,"design, conduct, simulations, involving, conditional, probability, digital, tools","AC9M10P02, AC9M10P01",High
